identifier,New Index,Record Index,origin_url,title,Date,Cartoonists,Publisher,Page no,description,Authorities
DCDL-0018825,272,592,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1475047,"Slane, Christopher, 1957- :""Hey everyone - look up there!"" 9 September 2011",17/09/2011,"Slane, Christopher",Listener (Serial),L 17,"A crowd of rather sad people queue for jobs and work at the Christchurch rebuild; all around them are signs that read 'Pike River', 'leaky buildings', 'Chch quake rebuild', 'EQC levy hike', '200,000 children in poverty', 'food prices up', 'deficit', and 'GST hike'. Prime Minister John Key in the centre of the crowd yells 'Hey everyone - look up there!' as he kicks a rugby ball into the sky. Context: John Key attempts to divert the attention of people from New Zealand's current woes.
","Key, John Phillip (Rt Hon), 1961- (name_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # New Zealand - Economic conditions (subject_authority) # Mine accidents (subject_authority) # Unemployment (subject_authority)"
DCDL-0017873,273,594,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1445065,"Walker, Malcolm, 1950- :Master chefs ... discard nutritional ingredients... dilute... add oil... serve with hard cheese. 19 May 2011",20/05/2011,"Walker, Malcolm",Dominion post (Newspaper),DP B4,"The cartoon is in four frames. The Masterchefs are Prime Minister John Key and Finance Minister Bill English who 'Discard nutritional ingredients' by throwing out of the mixing bowl 'Kiwisaver', 'assets', 'skills training', 'working for families', 'student loans' and the 'public sector'. He then makes the mixture 'Dilute[d]' with a jug of liquid labelled 'Chch' (Christchurch) and the Minister with responsibility for Christchurch Earthquake Recovery, Gerry Brownlee, dips in his finger and licks his lips. John Key then 'add[s] oil' which is labelled 'Keep high end tax cuts' and then with a smile 'Serve[s] with hard cheese'. Context - the 2011 budget which was announced on Thursday 19 May. ","Key, John Phillip (Rt Hon), 1961- (name_authority) # Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # English, Simon William (Hon), 1961- (name_authority) # Budget - New Zealand (subject_authority) # New Zealand - Economic conditions (subject_authority) # Fiscal policy (subject_authority)"
DCDL-0017485,274,596,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1427124,"Hubbard, James, 1949- : ""And to show we're not neglecting priorities in these austere times ..."" 6 April 2011",07/04/2011,"Hubbard, James",Northern advocate (Newspaper),NA A6,"Surrounded by mud and puddles, Prime Minister John Key puts his arm round co-leader of the Maori Party Pita Sharples and smiles happily; behind them is a brand new plastic portaloo. On the ground lies a newspaper with a headline that reads 'Govt. to fund $2m giant RWC plastic waka'. Pita Sharples says ""and to show we're not neglecting our priorities in these austere times, Christchurch will get a new plastic portaloo!"" Context - The government has hit back at criticism over a $2 million venue centre in the shape of a waka for the Rugby World Cup (RWC), defending the cost as necessary to host a world-class event. ","Key, John Phillip (Rt Hon), 1961- (name_authority) # World Cup (Rugby football) (7th ; 2011 ; New Zealand) (subject_authority) # New Zealand - Economic conditions (subject_authority) # Portable toilets (subject_authority) # Sewerage (subject_authority)"
DCDL-0017459,275,597,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1426006,"Scott, Thomas, 1947- : ""Didn't I just feed you 1.2 billion a while ago?"" 6 April 2011",06/04/2011,"Scott, Thomas",Dominion post (Newspaper),DP B4,"The cartoon shows Finance Minister Bill English who holds and feeds one baby that represents the Christchurch earthquake and stares at a second shrieking baby in a cot that represents 'South Canterbury Finance'. He looks very worried and says 'Didn't I just feed you 1.2 billion a while ago?' Context - Earlier this month, Crown financial statements for the eight months to February showed the Government's books were worse off than earlier estimated and the failure of the Timaru finance company last year was one of the main reasons. ""Most of this is attributable to a reduction in expected related party loan recoveries from the receivership of South Canterbury Finance,"" Mr English said. ","English, Simon William (Hon), 1961- (name_authority) # South Canterbury Finance Ltd (name_authority) # Finance companies (subject_authority) # Savings and loan association failures (subject_authority)"
DCDL-0017257,276,598,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1415888,"Bromhead, Peter, 1933-:[Interest rates and the economy] 11 March 2011",11/03/2011,"Bromhead, Peter",Marlborough Express (Newspaper),ME 6,"Representing 'the economy' a man on a high trapeze grabs desperately for a rope representing 'interest rates'. The pole from which his high wire is suspended is made up of several broken pieces taped together with 'No. 8 wire'; they represent 'food prices', 'fuel hikes', 'earthquakes', and 'recession' and are capped with a flag that represents 'the dollar'. Context - The Reserve Bank has made a relatively large 50-point cut in its benchmark interest rate, the Official Cash Rate (from 3% to 2.5 per cent). ",Reserve Bank of New Zealand (name_authority) # Interest rates (subject_authority) # New Zealand - Economic conditions (subject_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority)
DCDL-0018101,277,602,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1455548,"Walker, Malcolm, 1950- :Limbo down! How low can you go...? 16 June 2011",17/06/2011,"Walker, Malcolm",Dominion post (Newspaper),DP B4,"Text reads 'Limbo down! How low can you go...? The cartoon in four frames shows Prime Minister, John Key, doining a limbo dance and getting lower in each frame. In the first frame he goes low for 'Hobbit special taxes'; in the second even lower for 'Fiji sanction exceptions', in the third lower still for 'Sky City concessions and in the last frame he has disappeared into the ground for 'Chch recovery promises'. Context - The cartoon suggests that John Key's principles are being compromised. 
","Government aid (subject_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority) # Political ethics (subject_authority)"
DCDL-0015552,278,605,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1358758,AFTERSHOCK$$$$$$$$$$ $2 Billion/ $4 Billion. [Canterbury earthquake]. 9 September 2010,09/09/2010,"Winter, Mark",Southland times (Newspaper),ST 6,Text reads 'AFTERSHOCK$$$$$$$$$$$ $2 billion $4 billion'. Refers to the estimated costs resulting from the Canterbury earthquake of 4th September 2010 - The '2' is crossed out and the 'Treasury' pen writes '4' in its place.,Earthquake damage (subject_authority) # Earthquake aftershocks (subject_authority)
DCDL-0015616,279,608,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1361823,Canterbury from the air... AFTERSHOCKS. 6 September 2010,06/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A18 (Special EQ edition),The word 'AFTERSHOCKS' appears printed across the Canterbury landscape. Text reads 'Canterbury from the air...' Refers to the earthquake of 4th September and the frequent aftershocks that continued for at least two weeks.,Earthquake aftershocks (subject_authority)
DCDL-0015627,280,609,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1361836,"""Canterbury?"" ""No - The ACT Party"" 17 September 2010",17/09/2010,"Hawkey, Allan Charles",Waikato times (Newspaper),WT 6,A man reads a newspaper with a headline 'Aftershocks'. His wife thinks it refers to the Canterbury earthquake of 4th September but it actually refers to the implosion of the ACT Party.,Earthquake aftershocks (subject_authority)
DCDL-0015912,281,610,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1371560,"Where will homeless earthquake victims stay?... ""Perfect! And the only potential collapse is with the New Zealand film industry!"" 23 October 2010",23/10/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"Homeless earthquake victims arrive in Hobbiton with their bags when it seems that New Zealand is going to lose The Hobbit to another country. Links the displacement of Canterbury residents as a result of the September earthquake with the dispute between Warner Brothers, represented by Peter Jackson, and NZ Actors Equity over a union demand for negotiations over the terms and conditions offered in the contracts for actors and others working on the Hobbit films.
",
DCDL-0017488,282,612,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1427128,"Scott, Thomas, 1947- : ""What do you mean the earthquakes have cleaned us out?..."" 8 April 2011",08/04/2011,"Scott, Thomas",Dominion post (Newspaper),DP B6,"An AMI insurance company executive sits at his desk and demands ""What do you mean the earthquakes have cleaned us out? Don't we have cover for running out of funds?"" Finance Minister Bill English announced a 'back-up' support package of up to $500 million for AMI to give certainty to its 485,000 policy holders that their claims would be covered. ",AMI Insurance (name_authority) # Savings and loan association failures (subject_authority) # Insurance companies (subject_authority) # Earthquake insurance claims (subject_authority)
DCDL-0015611,283,614,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1361815,"Scott, Thomas, 1947-:'Whoa! Is this another quake?' 21 September 2010",21/09/2010,"Scott, Thomas",Dominion post (Newspaper); Nelson mail (Newspaper),DP B4; NM 11,"A house rocks in the night but the occupants are reassured that it is not 'another quake', only an aftershock, which although it causes the walls to crumble is nothing to worry about. Refers to the Canterbury earthquake of 4th September and the dozens of aftershocks that cause continuing tension and anxiety, but also to so-called quake humour to cope with the stress.",Earthquake aftershocks (subject_authority)
DCDL-0015892,284,615,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1370414,"""It's EQC! Great... er... news! We can remediate and build here again!"" 21 October 2010",21/10/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"A man gets a phonecall from the Earthquake Commission (EQC) informing him that he can 'remediate and build here again!' The call comes just as another aftershock happens causing the family and pets to huddle in a terrified crowd as the house collapses around them and they find themselves waist-deep in mud and water. Refers to the Canterbury earthquake of 4th September and its continuing aftershocks as well as the problems surrounding rebuilding on land which has suffered liquefaction.
",New Zealand. Earthquake Commission (name_authority) # Buildings - Earthquake effects (subject_authority) # Earthquake aftershocks (subject_authority) # Soil liquefaction (subject_authority)
DCDL-0015642,285,617,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1362757,Tremor Strike. Simply guess the magnitude of the next four consecutive aftershocks and WIN BIG! 16 September 2010,16/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A18,A Lotto game called 'Tremor Strike' invites people to 'Simply guess the magnitude of the next four consecutive aftershocks and WIN BIG!' Four differently coloured balls each with a tremor magnitude number bounce across the shaking ground. Refers to the earthquake of 4th September and the continuing aftershocks. Also relates to emergence of so-called 'quake humour'.,Earthquake aftershocks (subject_authority)
DCDL-0015856,286,619,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1369888,"""We have land for sale and foreigners are welcome!"" 19 October 2010",20/10/2010,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 8; TH 10; P A18 ,"A man and woman clutch each other in terror as their house rocks in an aftershock; the man grabs his phone and offers his land for sale adding that 'foreigners are welcome'. Refers to the Canterbury earthquake of 4th September 2010 and significant aftershocks and links this to the debate about whether New Zealand should be selling land, particularly farms, to foreigners.
",Earthquake aftershocks (subject_authority)
DCDL-0015607,287,621,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1359955,THE LATEST DESIGN IN HOUSING FOR LIVING WITH NATURAL HAZARDS. 18 September 2010,18/09/2010,"Clark, Laurence",Northern advocate (Newspaper),NA 8,"The cartoon shows a family standing proudly in front of their tent which has 'No leaks!', is 'Earthquake-proof!', and 'Affordable!' An 'Optional extra' is an 'inflatable base for tsunami-prone areas'. Text below reads 'Not suitable for volcanic areas. Refers to the problems that have been experienced in the last couple of decades with leaky homes, and to the Canterbury earthquake of 4th September with its aftermath of rebuilding for greater earthquake proofing and to the problem of housing affordability.",Dampness in buildings (subject_authority) # Building (subject_authority) # Housing (subject_authority) # Natural disasters (subject_authority) # Earthquake resistant design (subject_authority)
DCDL-0016039,288,623,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1374896,"""Did you read this George? The Regional Council says rural people should be checking their septic tanks!"" 5 November 2010",06/11/2010,"Evans, Malcolm Paul",Timaru herald (Newspaper); Manawatu standard (Newspaper),MS 6; TH 7 (8.11.10),"A woman sits at the breakfast table reading the paper - As her husband comes through the door behind her she comments that the 'Regional Council says rural people should be checking their septic tanks!' Her husband is covered in muck and surrounded by flies - he has clearly been taking the council's advice. Refers to the news that the Canterbury Regional Council is encouraging rural residents with septic tanks to check their wastewater system for any signs of damage following September's earthquake. 
",Canterbury Regional Council (name_authority) # Sewerage (subject_authority) # Sewerage (subject_authority)
DCDL-0015784,289,627,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1367403,Brownbait patties - $2 per kilo. 6 October 2010,05/10/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A14,"The cartoon shows a platter of 'Brownbait patties $2 per kilo'. In the background is a 'contaminated' river. Refers to the contamination of Canterbury's waterways after the earthquake of 4th September which resulted in sewerage pipes being damaged thus contaminating the rivers. This means that people should not be attempting to catch whitebait in these rivers during the annual whitebait season which is open between 15 August and 30 November.
",Sewerage (subject_authority) # Sewerage (subject_authority)
DCDL-0015572,290,629,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1360012,Cracks in the pedestal.... 14 September 2010,15/09/2010,"Hodgson, Trace",Nelson mail (Newspaper); Dominion post (Newspaper),NM 13; DP B4,"Prime Minister John Key stands grinning on a cracked pedestal bearing the words 'Most popular P.M.' In the background is the Beehive flying a skull and crossbones flag. The landscape is a desert with cactus and dried bones and a vulture in a bare tree. A man and a woman comment that it looks as though the quake may have done damage in Wellington after all, that and the crash of the SCF fund. Refers to two major events in the Canterbury area in recent times that have incurred huge government costs; these are the collapse of the South Canterbury Finance Company and the earthquake that struck early Saturday morning 4th September. The South Canterbury Finance Company has been taken into receivership by the government and treasury is assuming that the cost of the earthquake will reach $4 billion.","Key, John Phillip (Rt Hon), 1961- (name_authority) # South Canterbury Finance Ltd (name_authority) # Business failures (subject_authority) # Savings and loan association failures (subject_authority) # New Zealand - Economic conditions (subject_authority) # Earthquake damage (subject_authority)"
DCDL-0015644,291,631,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1362759,Latest NZ Adventure Tourism?... 21 September 2010,21/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A14,"In a series of four frames we see ideas for the latest in NZ Adventure tourism. They show 'Ride the twisters', 'Dodge the masonry', 'Survive the snow dumps' and 'brown water punting'. The cartoons employ quake humour to refer to the wild spring weather and the Canterbury earthquake of 4th September.
",Snow - New Zealand (subject_authority) # Waikato Region (place_authority) # Buildings - Earthquake effects (subject_authority)
DCDL-0016143,292,632,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1380588,"""Roll on 2011..."" 22 November 2010",22/11/2010,"Bromhead, Peter",Marlborough Express (Newspaper); New Zealand herald (Newspaper),ME 6; NZH A12,"A man and woman read the paper and watch the news on television. The man says 'Roll on 2011' after reading the long list of disasters in New Zealand in 2010. They are 'Blizzards, South Canterbury Finance, Earthquakes, kiwifruit, Pike River' The TV announcer is discussing 'road deaths'.
",South Canterbury Finance Ltd (name_authority) # Pike River Coal Company (name_authority) # Finance companies (subject_authority) # Coal mine accidents - New Zealand (subject_authority) # Disasters (subject_authority) # Pike Stream (place_authority)
DCDL-0015664,293,635,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1362788,Was it something we said? 23 September 2010,23/09/2010,"Winter, Mark",Southland times (Newspaper),ST 10,"A weather map of New Zealand is shown beset with dreadful weather conditions that include cyclones and lightning strikes; there is also earthquake activity around the Canterbury region. Text reads 'Was it something we said?...' Refers to the Canterbury earthquake of 4th September 2010 and the spring storms with wind, rain and snow in recent weeks.",
DCDL-0015760,294,644,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1366768,"News- The Lyttleton Port Co. has halted merger talks with Otago since the 'quake, saying 'the landscape has changed'. 6 October 2010",09/10/2010,"Smith, Ashley W",Shipping Gazette (Serial),"SG 3 (39/10, Oct 9)","An official at the 'Otago Port Co.' stares in bewilderment at the feet of his colleague at the Lyttelton Port Company who says 'Ah, that might do it for now' as he hangs upside down by his feet from his upturned desk in the aftermath of the 4th September Canterbury earthquake. Text above reads 'News, the Lyttelton Port Co. has halted merger talks with Otago since the 'quake, saying ""the landscape has changed"". Refers to the news that Lyttelton Port, the South Island's biggest port, abandoned two-years of merger talks with rival Port Otago because it is preoccupied with rebuilding after the Canterbury earthquake.
",
DCDL-0018782,295,645,http://tapuhi.natlib.govt.nz/cgi-bin/spydus/NAV/GLOBAL/OPHDR/1/1473951,"Hubbard, James, 1949- :""Look at that flab! Time you had another course in belt tightening!"" 1 September 2011",01/09/2011,"Hubbard, James",Northern advocate (Newspaper); Otago daily times (Newspaper),NA A6; ODT 14,"The cartoon shows the enormous Earthquake Minister, Gerry Brownlee, ushering a thin 'tax collector' through a door labelled 'Weight losers'. Brownlee says 'Look at all that flab! Time you had another course in belt-tightening! A newspaper lying on the ground has a headline reading 'Govt will look for new revenue in light of $18B quake blowout.' Context: Finance Minister Bill English today revealed fresh estimates put the cost of the Canterbury earthquakes to the Earthquake Commission (EQC) at $7.1 billion - some $4 billion more than earlier believed.","Brownlee, Gerard Anthony (Hon), 1956- (name_authority) # Infrastructure (Economics) - Earthquake effects (subject_authority) # New Zealand - Economic conditions (subject_authority)"
NOT-ATL-1,296,,,[A sharp reminder to check my emergency survival kit...],06/09/2010,"Bromhead, Peter",New Zealand herald (Newspaper),NZH A12,"A man carries boxes of beer into his living room and tells a woman ""What's happened has been a sharp reminder to check my emergency survival kit...""",Survival and emergency equipment (subject_authority)
NOT-ATL-2,297,,,[Mayoralty],07/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A18,"Shows Mayor of Christchurch Bob Parker climbing a jagged incline with many cracks, as he walks in the direction of a sign labelled 'Mayoralty'. Refers to the mayoralty race in 2015 and how it has been impacted by the Canterbury Earthquake in September 2010.","Mayors - New Zealand - Canterbury Region (subject_authority) # Parker, Robert John (Sir), 1953- (name_authority) # Local elections (subject_authority)"
NOT-ATL-3,298,,,[A Mayor like Bob Parker],07/09/2010,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A12,"Shows a couple in an expensive-looking home. The woman says ""The people of Christchurch are so lucky"" and the man replies ""I'll say. What we'd give to have a mayor like Bob Parker"". Refers to the mayoral elections in Christchurch in 2015 and the perception that Bob Parker was performing well. ","Mayors - New Zealand - Canterbury Region (subject_authority) # Parker, Robert John (Sir), 1953- (name_authority) # Local elections (subject_authority)"
NOT-ATL-5,299,,,[Student flat before and after the quake],08/09/2010,"Evans, Malcolm Paul","Press (Christchurch, N.Z.)",P 22,"A two frame cartoon showing an untidy flat before the quake, and then the same room tidied afterwards. ",Buildings - Earthquake effects (subject_authority)
NOT-ATL-7,300,,,[earthquake cow],08/09/2010,"Evans, Malcolm Paul",Timaru herald (Newspaper),TH 10,"A three-frame gag cartoon of a cow. In the first frame the cow looks up questioningly, before he is shaken violently and loses his markings in the third. ",Earthquakes (subject_authority)
NOT-ATL-4,301,,,[Quake moves NZ closer to Aust],07/09/2010,"Evans, Malcolm Paul",Listener (Serial); Manawatu standard (Newspaper); Timaru herald (Newspaper),MS 8; TH 7; L ?,"Shows a group of people in a care home, with a man reading a newspaper with the headline 'Quake moves NZ closwer to Aust'. A woman serves tea and says ""Just like Mister Key said he would!""","New Zealand - Foreign relations - Australia (subject_authority) # Key, John Phillip (Rt Hon), 1961- (name_authority)"
NOT-ATL-11,302,,,[Quake relief donations],10/09/2010,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Timaru herald (Newspaper); Manawatu standard (Newspaper)",MS 16; TH 6; P A18,"A man reads from a newspaper and says that ""Donations to quake relief are rolling in!"" His son then offers his dinner and says ""I'd like to donate my broccoli!""",Disaster relief (subject_authority)
NOT-ATL-6,303,,,[The clean-up],08/09/2010,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A12,"Under the heading 'The Clean-up', a digger labelled IRD tries to take a scoop for tax, while other diggers are labelled bank mortgages and bills. On a pile of rubble labelled Christchurch, Bill English is dressed in a high-visibility vest and holds a sign saying 'stop' while shouting ""...Wait a minute...!"". ",Buildings - Earthquake effects (subject_authority) # Buildings - Repair and reconstruction - New Zealand - Canterbury Region (subject_authority) # Fiscal policy (subject_authority)
NOT-ATL-10,304,,,[Christchurch Kids],09/09/2010,"Evans, Malcolm Paul",Timaru herald (Newspaper),TH 7,"A two frame cartoon, in which a mother bends down to her son and explains ""Your Christchurch cousins are coming to stay for a while!"" The boy replies they will be ""gutted"" because ""Christchurch kids don't have to go to school!"" Refers to the exodus of residents from Christchurch following the September earthquake.",
NOT-ATL-9,305,,,[Community],09/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A20,"Amongst a broken and moving city, a group of people, labelled community, band together in a hug.",Communities (subject_authority)
NOT-ATL-12,306,,,[Photographers],11/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A23,"Shows a photographer in front of a building with stickers saying 'safe', 'a bit dodgy' and 'danger!' The photographer has been labelled with a sign saying 'Naff off!' Refers to so-called 'quake tourism' with people coming to view the damage from the September 2010 earthquake.",Emergency management (subject_authority)
NOT-ATL-16,307,,,Deep holes need deep pockets,12/09/2010,"Bromhead, Peter",New Zealand herald (Newspaper),NZH 50,A man wearing a tee shirt saying 'give generously New Zealand' reaches into his pockets while standing in a cracked landscape with a broken sign for Canterbury behind him.,Charities (subject_authority) # Disaster relief (subject_authority)
NOT-ATL-13,308,,,[Signs of earthquake stress],14/09/2010,"Evans, Malcolm Paul",Timaru herald (Newspaper),TH 7,"A principal tells a group of teachers in the staff room ""Right - we're to look out for children showing signs of earthquake stress..."" He then says ""could you stay behind a moment Mr Dobson"" as one terrified teacher is wearing a helmet, protective bagging and carrying emergency supplies while clutching on to the room frame. 
",Disasters - Psychological aspects (subject_authority)
NOT-ATL-14,309,,,[Nerves],12/09/2010,"Nisbet, Alastair",Sunday star times (Newspaper),SST A11,"Shows a man wearing a top labelled Christchurch. A voice asks ""It's been a week since the quake... How are your nerves holding up?"" The man's head is fractured and crumbling and sections break off suggesting crumbling masonry.",Buildings - Earthquake effects (subject_authority) # Disasters - Psychological aspects (subject_authority)
NOT-ATL-15,310,,,The leaky home owner,11/09/2010,"Evans, Malcolm Paul","Timaru herald (Newspaper); Press (Christchurch, N.Z.); Manawatu standard (Newspaper)",MS 9; TH 7 13.9; P A14 13.9,A three frame cartoon in which a man digs a crack in his yard and paints a crack on his house at night. In the third he waves his arms to draw attention to the claimed earthquake damage. ,Buildings - Earthquake effects (subject_authority) # Earthquake insurance claims (subject_authority) # Dampness in buildings (subject_authority)
DCDL-0015640,311,,,Chch Mayoralty. Wigram MP.,14/09/2010,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A16,"Shows Jim Anderton who is MP for Wigram and is standing for Mayor of Christchurch in the 9 October local body elections. Anderton stretches as he tries to keep a foothold in both roles - shown metaphorically as a large 
crack. ",Local elections (subject_authority) # Mayors - Election (subject_authority) # ON ANOTHER TOPIC
NOT-ATL-17,312,,,"History, heritage, heart",09/09/2010,"Evans, Malcolm Paul","Press (Christchurch, N.Z.); Manawatu standard (Newspaper)",MS 13; P 15.9.11 A22,"Shows two badly damaged buildings in a nineteenth-century style, the first labelled history the second labelled heritage. The third is simply the word heart written within a heart shape. Refers to the loss of heritage buildings in Christchurch and Canterbury following the September earthquake.",Lost architecture (subject_authority) # Buildings - Earthquake effects (subject_authority)
NOT-ATL-18,313,,,[Local body elections],16/09/2010,"Evans, Malcolm Paul",Wellingtonian (Newspaper); Manawatu standard (Newspaper),MS 11 14.9; W 16.9 10,"Two men sit on a park bench, one reading a paper. The first says ""Who are the favourites to win the local body elections?"" and the second replies ""Most voters in most towns seem to be picking Bob Parker!"" Refers to the rise in popularity of Christchurch Mayor, Bob Parker, following his high-profile in the wake of the September earthquake.",Local elections (subject_authority) # Mayors - Election (subject_authority)
NOT-ATL-19,314,,,Establishing where the fault lies,08/09/2010,"Smith, Hayden",Otago daily times (Newspaper),ODT 16,A two part cartoon: in the first half two figures point at the letters SCF as they sink into a large crack. In the second those letters have been dwarfed by an even bigger crack overlooked by two assessors. ,Finance companies (subject_authority) # Savings and loan association failures (subject_authority) # South Canterbury Finance Ltd (name_authority)
NOT-ATL-8,315,,,[Some places are still uninhabitable],23/09/2010,"Emmerson, Rod",New Zealand herald (Newspaper),NZH A12,"Shows two children seated in slum-like conditions. One says ""They say some places are still uninhabitable. Toilets don't work, no water or facilities..."" The other replies ""- And that's just Christchurch - wait till they get here."" Compares the situation in Christchurch after the September earthquake with the conditions in Delhi for the 2010 Commonwealth games.","Commonwealth Games (19th ; 2010 ; Delhi, India) (subject_authority) # Public utilities - Earthquake effects (subject_authority)"
NOT-ATL-20,316,,,[Sub-standard living conditions],24/09/2010,"Evans, Malcolm Paul","Press (Christchurch, N.Z.)",P A18,"A two frame cartoon showing two men in conversation, one reading a newspaper. The first reads ""Sub-standard living conditions littered with debris - filth and sewage problems - and security issues! We can't expect our athletes to put up with that can we!"" The second replies ""Athletes! - I thought you were talking about the people of Canterbury!"" Compares the situation in Christchurch after the September earthquake with the conditions in Delhi for the 2010 Commonwealth games.","Commonwealth Games (19th ; 2010 ; Delhi, India) (subject_authority) # Public utilities - Earthquake effects (subject_authority) # Refuse and refuse disposal (subject_authority) # Sewerage (subject_authority)"
NOT-ATL-21,317,,,"""Well, I for one, don't think it's all that great going camping to et away from buildings being shookup with earthquakes!""",08/01/2011,"Darroch, Bob",Timaru herald (Newspaper),TH 10,"Shows a man wading through a flooded camping ground. Refers to people on their summer holidays, many trying to 'get away' from aftershocks, who have been hit by heavy rain.",Earthquake aftershocks (subject_authority) # Rain and rainfall (subject_authority)
NOT-ATL-22,318,,,[earthquakes],27/02/2011,"Nisbet, Alastair",Sunday star times (Newspaper),SST C6,"Shows a rollercoaster which has broken through barriers for Sept 4, Dec 26 and Feb 22. Accompanying caption notes that the cartoon was hand-painted at his sister's house by candle-light. Nisbet is quoted as saying ""I thought I had to pick myself up and get back to normal"". ",Resilience (Personality trait)
NOT-ATL-24,319,,,[Ian Athfield wants to ban one-way streets],24/03/2011,"Nisbet, Alastair","Press (Christchurch, N.Z.)",P A18,"Under a heading that architect Ian Athfield 'wants to ban one-way streets...' a number of cars are shown heading over the Canterbury plains out of town, with one asking ""Ban them? But we only need one!"" Refers to the numbers of Christchurch residents - so-called 'quake refugees'- choosing to leave the city in the wake of the February 22 earthquake.",
NOT-ATL-23,320,,,[Enough],14/06/2011,"Smith, Hayden",Otago daily times (Newspaper),ODT ?,"Shows an array of broken masonry with warning tape over the top saying 'Enough Enough Enough...'. Context is the aftershock that hit Christchurch on 13 June 2011, causing further damage.",Earthquake aftershocks (subject_authority) # Earthquake damage (subject_authority)
NOT-ATL-25,321,,,[old fashioned earthquake],12/02/2011,"Darroch, Bob",Timaru herald (Newspaper),TH 10,"A couple share photos of their 'grand tour' from a range of places noting that 'now we're home, somehow a good old fashioned earthquake... seems like an old friend!' ",Earthquakes (subject_authority) # Disasters - Psychological aspects (subject_authority)
NOT-ATL-26,322,,,[The kiwi spirit],27/02/2011,"Bromhead, Peter",New Zealand herald (Newspaper),NZH 39,Under the heading 'The only thing guaranteed quakeproof...' an arm with a fist is raised between broken buildings. The arm is labelled 'The Kiwi Spirit'. Context is the damage caused by the Christchurch earthquake and national support for the residents.,Empathy (subject_authority) # Resilience (Personality trait) # Courage (subject_authority)
